,Adresse,latitude,longitude
396,Daimlerstr. 9 Elsdorf 50189,50.9430514,6.5807736
397,Breitscheidstraße 36 Löbau 2708,51.1027015,14.6710487
398,Northeimer Str. 51 Warburg 34414,51.5302378,9.1307912
399,Industriestraße 10 Garrel 49681,52.945635,8.0195245
400,An den Eckwiesen 7 Bopfingen 73441,48.84697,10.3791484
401,Bgm.-Xaver-Reinhard Straße 9 Monheim 86653,48.841982,10.8507825
402,Gewerbestraße19-21 Nortmoor 26845,,
403,Roßfelder Str. 59 Crailsheim 74564,49.1285933,10.036397
404,"Bürgerhospital, Nibelungenallee 37-41 Frankfur am Main 60318",,
405,Holzener Straße 72 Menden 58708,51.4395873,7.7608127
406,Mangfallstraße 5 Gmund am Tegernsee 83703,47.7544217,11.7416493
407,Sternstr. 10 Uelzen 29525,52.9707466,10.5488029
408,Augsburgerstr. 67 Nördlingen 86720,48.8431279,10.5081494
409,Ludwig-Hermann-Str. 100 Gersthofen 86368,48.4443416,10.8796851
410,Industriestraße 2 Holzkirchen 83670,47.8788904,11.7180579
411,Rossfelder Str. 52/5 Crailsheim 74564,49.1305442,10.0416931
412,Frankfurter Chaussee Rüdersdorf 15562,52.4891745,13.8077695
413,Am Globus 2 Hermsdorf 7629,50.8888003,11.8469281
414,Robert-Bosch-Straße 23 Empfingen 72186,48.3905615,8.7269161
415,Rigistr. 20 Göppingen 73037,48.6913684,9.6802984
416,Im Steinig 8 - 18 Dusslingen 72144,48.4618041,9.0560778
417,Griesbergstrasse 12 Bad Salzdetfurth 31162,52.0585148,10.0017452
418,Halberstädterstr. 15-19 Paderborn 33106,51.6900966,8.7469494
419,Mühlenwinkel 1 Harsewinkel 33428,51.9595328,8.2170581
420,Neusser Landstraße 16 Köln 50735,51.004719,6.9374677
421,Stig Husted-Andersen Straße 11 Lensahn 23738,54.2387059,10.8829366
422,Ohlendorffstraße 29 Krefeld 47809,51.3371237,6.6714232
423,Dechsendorfer Str. 11 Erlangen 91054,49.605057,10.9967241
424,"Eisenbahnstraße 24, 66687 Wadern-Büschfeld Wadern 66687",49.4990841,6.8673911
425,Waterbergstraße 14 Bremen 28237,53.1230522,8.7361256
426,Reichsbahnstr. 99 Hamburg 22525,53.5965729,9.906515
427,Emil-von-Behring-Straße 76 Marburg 35037,50.8204161,8.7483476
428,Bremer Feld 1-4 Delmenhorst 27749,53.0494577,8.6430469
429,Stephanstraße 4-8 Malsch 76316,48.888858,8.3119329
430,Raiffeisenstr. 4 Lahr 77933,48.3425475,7.8328871
431,Ottostraße 2 Radeburg 1471,51.2082207,13.734955
432,Magdheide 7 Nordkirchen 59394,51.7341621,7.6132122
433,Anne-Frank-Straße 1 Weira 7806,50.6792035,11.7190079
434,Wernher-von-Braun-Str. 11 Neu-Isenburg 63263,50.0465023,8.7109097
435,Holperdorper Str. 47 Lienen 49536,52.1622629,7.9701344
436,Deutschmühlental 7 Saarbrücken 66117,49.2311846,6.9635981
437,Canonstrasse 1 Gießen 35394,50.5924402,8.7382234
438,Elisenstraße 119 Essen 45139,51.462571,7.0364278
439,Selliner Straße 29 Dresden 1109,51.1207105,13.7833036
440,Wymarstrasse 13 Jülich 52428,50.9024652,6.3498896
441,Fabrikstraße Köditz OT Brunnenthal 95189,,
442,Thiemstraße 111 Cottbus 3048,51.7406918,14.3204789
443,Eisenbeissstr. 1 Lübz 19386,53.4616406,12.0194351
444,Detmolder Straße 767 Bielefeld 33699,51.9812697,8.6476463
445,Garn-stadter Straße 38 Ebersdorf 96237,,
446,Alt-Fechenheim 34 Frankfurt am Main 60386,50.1285878,8.767147
447,Castellweg 4 Krefeld 47809,51.3334034,6.6773505
448,Steinbeisstrasse 1 Schorndorf 73614,48.8091526,9.5127966
449,Carl-Benz-Str. 1  Mannheim 68167,49.5014241,8.473444
450,Kasteler Straße 45 Wiesbaden 65203,50.0440163,8.2505637
451,Dr.-Rudolf-Eberle-Str. 36 Albbruck 79774,47.6002296,8.1542465
452,Carl-Zeiss-Straße 14-16 Kaltenkirchen 24568,53.8188848,9.9783156
453,Brüningstr. 50 Frankfurt am Main 65926,50.097025,8.5427537
454,Frielinghauser Str. 5 Hamm (Westfalen) 59071,51.6791554,7.9406996
455,Hauptstraße 40 Rothenburg 2929,,
456,Adenauerstraße 20 A Würselen 52146,50.804699,6.1526264
457,CeramTec-Weg 1 Marktredwitz 95615,50.0110112,12.0909229
458,Carl Otto Weg 21 Balzheim 88481,48.1859034,10.0808299
459,Im Schleeke 78-91 Goslar 38642,51.9078381,10.4758079
460,Kreuzauer Straße 46 Düren 52355,50.7793597,6.4889728
461,Rheinstraße 27 Budenheim 55257,50.0302418,8.1746414
462,An der Günz 1 Waldstetten 89367,,
463,Glärbach 2 Balve 58802,51.3420383,7.8725575
464,im Schleeke 78-91 38642 Goslar 38644,51.9117091,10.4642273
465,Trifft 4 Ilsenburg 38871,,
466,Am Haag 12 Gräfelfing 82166,48.1233024,11.4534317
467,Reichenbacher Straße 89 Zwickau 8056,50.648171,12.4286838
468,An der Birkenpfuhlheide 6 Baruth 15837,52.0764378,13.5179176
469,Kevelaererstraße 78 Geldern 47608,51.5045133,6.2433487
470,Spreewaldallee 26-28 Mannheim 68309,49.5198744,8.5531417
471,Schwabenheimer Weg 105 Bad Kreuznach 55543,49.8458815,7.8771324
472,Segelsbrück 7 Bremen 28309,53.0586475,8.8971063
473,Kranstraße 34 Hamm 59071,51.6840689,7.9527876
474,Hanauer Landstrasse 326 Frankfurt am Main 60314,50.1213243,8.7399131
475,Popenser Str. 2 Aurich 26603,53.4616448,7.4927626
476,Im Pottaschwald 5 St. Ingbert 66386,49.2702874,7.1268305
477,"Berliner Straße, 60 Sulingen 27232",52.6866625,8.8289933
478,Hammer-Tannen-Str. 11 Haselünne 49740,52.661085,7.4632287
479,Hansastraße 10 Mettingen 49497,52.3134461,7.7990302
480,Schlacht 2 Werdohl 58791,51.2533456,7.7538167
481,Pettermandstraße 27 Wangen 88239,47.6786033,9.8494824
482,Pirkmühle 14-16 Pirk 92712,49.6378019,12.1555923
483,Marie-Curie-Str. 1 Lörrach 79539,47.5482904,7.740871
484,Gothaer Strasse 6 Waltershausen 99880,50.8992456,10.5862691
485,Breslauer Str. 14 Northeim 37154,51.6958773,9.9870842
486,Kasseler Straße 11 Hann Münden 34346,51.412917,9.650594
487,Continentalstr. 3-5 Korbach 34497,51.2801654,8.8737753
488,Digitalstrasse 4 Hoppegarten 15366,52.5062372,13.6407226
489,Breslauer Str. 14 Northeim 37154,51.6958773,9.9870842
490,Dieselstraße 4 Karben 61184,50.2270035,8.7609669
491,Continentalstraße 3 Korbach 34497,51.2801654,8.8737753
492,Jäfekamp 30 Hannover 30419,,
493,Esbachgraben 21 Bindlach 95463,49.9723661,11.6182881
494,Brüningstraße 50 Frankfurt am Main 65929,50.0963086,8.5379968
495,Glanzstoffstraße 1 Obernburg 63784,49.8275452,9.1520613
496,Lützowstr. 1 Mühlhausen 99974,51.2175885,10.4904379
497,Altdorfer Str. 6 Freimersheim 67482,49.2722153,8.2197173
498,Wittener 271 Wuppertal 42279,51.3038167,7.2514388
499,Stedinger Str.25 Emden 26723,53.3604208,7.1793
500,Walther-Rathenau-Straße 38 Cottbus 3044,51.7863236,14.3337413
501,Fährstraße 51 Brunsbüttel 25541,53.9014023,9.1861089
502,Maximilianstr. 13 Schwandorf 92421,49.3418245,12.1219186
503,Baruther Straße 18 Malschwitz 2694,51.2152226,14.5843399
504,Groner Allee 76 Ibbenbüren 49479,52.2646275,7.7054635
505,Crownstr. 1 Roding 93426,49.197942,12.5284207
506,Bahnhofstraße 16 Aue 8280,,
507,Robert-Bosch-Str. 15 Köln 50769,51.0353983,6.9223382
508,Augustenstraße 46 Köthen 6366,51.7586112,11.982571
509,Koppenstraße 3 Berlin 10243,52.5107813,13.4327196
510,Nordring 26 Rülzheim 76761,49.1645794,8.298308
511,Nordring 26 Rülzheim 76761,49.1645794,8.298308
512,Rodetal 40 Bovenden 37120,51.6131491,9.991803
513,Cafeastraße 1 Hamburg  21107,53.4774508,9.9925448
514,Schulze-Delitzsch Straße  49 Stuttgart 70565,48.720532,9.1288296
515,Alte Heerstraße 21 Goslar 38644,51.9367409,10.4156238
516,Am DFS-Campus 3 Langen 63225,50.0083845,8.6502882
517,Limbacher Straße 19 b Hartmannsdorf 9232,50.8830028,12.7926678
518,Auhammer 1 Battenberg 35088,51.0341156,8.6255019
519,Galileo-Galilei-Straße 10 Mainz 55129,49.9631485,8.2578169
520,Werthauser Str. 182 Duisburg 47053,51.4223336,6.7419027
521,Aukammallee 33 Wiesbaden 65191,50.0866068,8.2699314
522,Heidbergtrift 1 Altentreptow 17087,53.717096,13.2456388
523,Bahnstr 61 Remscheid 42859,51.1635922,7.2026958
524,Wesselinger Straße 10-16 Brühl 50321,50.8319065,6.9274311
525,Am Haupttor - Bau 3101 Leuna 6237,,
526,Börnicker Straße 1a Nauen-Tietzow 14641,52.7052674,12.9353918
527,Dr.-Johannes-Heidenhain-Str. 5 Traunreut 83301,47.9642633,12.5923907
528,Philipp-Oehmigke-Str. Neuruppin 16816,52.8775976,12.7943956
529,Georg-Drewsen-Weg 2 Lachendorf 29331,52.6259202,10.247775
530,Bahnhofstraße 24 Kirchen 57548,50.8061329,7.8792628
531,Philipp-Reis-Str. 5 Bautzen 2625,51.1950473,14.3436922
532,Emil-Barell-Straße 3 Grenzach-Wyhlen 79639,47.549261,7.6684721
533,Werderstr.36 Hornberg 78132,48.2068396,8.2315846
534,Industriestr. 52 Haiterbach 72221,48.5035111,8.6328788
535,Markgrafenstr. 41-43 Bruchsal 76646,49.104367,8.6403066
536,Schanzenstraße 40 Köln 51063,50.9689779,7.0168218
537,Mülheimer Strasse 26 Troisdorf 53840,50.8253373,7.1489133
538,Tonstraße 78 Hüllhorst 32609,52.2726698,8.6916479
539,Osteroder Straße 2 Bilshausen 37434,51.6403686,10.1623346
540,Langwiesenstrasse 10 Güglingen  74363,49.0681301,9.0343933
541,Göffinger Straße 6 Riedlingen 88499,48.1519716,9.4955376
542,Waltersdorferstraße 2 Großschönau 2779,50.8951408,14.6599047
543,Krokamp 35 Neumünster 24539,54.0490511,9.9840206
544,Waldstrasse 7 Essen 49632,52.7323441,7.9106356
545,Schwege 52 Dinklage 49413,52.6416024,8.0963483
546,Georg-Bölts-Str. 10 Oldenburg 26135,53.1082944,8.2605327
547,Maas 10 Husum 25813,54.4855197,9.0391488
548,Koppelbergstraße 2 Teterow 17166,53.7561868,12.6088754
549,Gervaisstraße 2 Ochsenfurt 97199,49.6780325,10.0323803
550,Poststraße 2 Pfaffenhofen 85276,48.4338724,11.419821
551,Grundhofstraße 49 a Lauchhammer 1979,51.4921872,13.7302257
552,Oderstraße 25 A Teltow 14513,52.404744,13.2572609
553,Mühlenstraße 2 Heidegrund 6722,,
554,Brauereistraße 3 Dargun 17159,53.9043827,12.8708419
555,Setzer Straße 6 Kreuztal 57223,50.9261759,8.0153966
556,Hofmannstraße 13 Bad Windsheim 91438,49.5089377,10.4187119
557,Rodheimer Str. 7 Rosbach 61191,50.2981464,8.6961488
558,Heie-Juuler-Wäi 1 Risum-Lindholm 25920,54.7578719,8.8718118
559,Melbacher Höhe 1 Erndtebrück 57339,50.9949823,8.3147392
560,Unterm Ruhestein 3 35764 Sinn 35764,50.6530664,8.3219402
561,Dübener str 33 Delitzsch 4509,51.5271948,12.3397863
562,Hauptstraße 15 Nortrup 49638,52.6173664,7.8603496
563,Beim Umspannwerk 11 Norderstedt 22844,53.7373659,9.9847571
564,August-Bebel-Str. 2 Uslar 37170,51.657313,9.6474316
565,Muenchner Ring 1 Noerdlingen 86720,48.8653444,10.5188607
566,Gewerbering 19 Lohne 49393,52.6601218,8.2022142
567,Nordhäuser Str. 2 Bleicherode 99752,51.4522693,10.5943468
568,Richard-Oskar-Mattern-Str.6 Düsseldorf 40547,51.2451755,6.7364145
569,Bahnhofstr. 21-39 Bad Lauterberg 37431,51.6257413,10.462909
570,Mergenthalerallee 61  Eschborn 65760,50.1359276,8.5696832
571,Schwanenstrasse 8 Hagen 58089,51.3585849,7.4588101
572,Auestraße 4 Witten 58452,51.4336511,7.3247502
573,Kupferstrasse 5 Emmerich am Rhein 46446,51.8278536,6.2651266
574,Neusser Landstrasse 16 Köln 50735,51.004719,6.9374677
575,Am Lunedeich 115 Bremerhaven 27572,53.5125641,8.589055
576,Servaisstrasse 9-11 Alfter-Witterschlick 53347,50.6905995,7.027169
577,Osterodaer Straße 8 Herzberg 4916,51.6969241,13.2559976
578,Bundesstrasse 45a Hamburg 20146,53.5668648,9.9765854
579,Staakener Straße 30 - 37 Berlin 13581,52.5358244,13.1737789
580,Dexionstraße 1-5 Laubach 35321,50.5438516,8.9796648
581,Werkstrasse 6 Peiting 86971,47.8188606,10.9377004
582,Salvador-Allende-Str. 30 Neubrandenburg 17036,53.5446722,13.2939278
583,Wichernstraße 40 Siegen 57074,50.8515103,8.0184
584,Stadenstraße 60 Nürnberg 90491,49.4829576,11.1364294
585,Freundschaft 1 Hohenberg 95691,50.0917852,12.217647
586,Straße der Dichtungstechnik 2 Niederwinkling 94559,48.883257,12.7898585
587,Erlensumpfstrasse 1 Rostock 18147,54.1314029,12.1585876
588,Bruchweg 78 Bremen 28309,53.0528501,8.9009998
589,Am Flugplatz 1 Laupheim 88471,48.2145628,9.9029245
590,Frankfurter Straße 168 Kassel 34121,51.2950882,9.4763881
591,Wilhelm-Fay-Straße 24  Frankfurt am Main 65936,50.1271732,8.5859753
592,Weismüllerstrasse 1 Frankfurt am Main 60314,50.1185916,8.7329039
593,Speefeld 7 Kempen 47906,51.3775839,6.451085
594,Oesterstr. 18 Marne 25709,53.9542567,9.0128445
595,In denGrupenäckern 3 Neustadt/Orla 7806,,
596,Mittelweg 29 Neustadt/Orla 7806,50.741656,11.780673
597,Im Altgefäll 12 Pforzheim 75181,48.8873859,8.7530824
598,Stellmacherstraße 14 Norden 26506,53.5745674,7.2238847
599,Industriestraße 8 Oer-Erkenschwick 45739,51.6357199,7.2752797
600,Talstraße 9 Buchenbach 79256,47.9701054,8.0289886
601,Mastenweg 3 Uetze 31311,52.4259667,10.1699012
602,Altkrautheimer Str. 28 Krautheim 74238,49.3802774,9.6355779
603,Spreestraße 2  Neuburg  86633,48.7399833,11.2493457
604,Stoffelsberg 4 Nöedlngen 86720,,
605,Barbyer Chaussee 3 Calbe (Saale) 39240,51.9216834,11.794027
606,Rheinlanddamm 200 Dortmund 44139,51.4965148,7.4569324
607,Amorbacherstr. 43 Walldürn- Rippberg 74731,49.6240826,9.2896741
608,Faulhaberstr. 1 Schönaich 71101,48.6682995,9.0707285
609,Treuener Höhe 6 Treuen 8233,50.5501797,12.2660128
610,Tenholter Straße 148 Erkelenz 41812,51.0625791,6.3153608
611,Scheffelstrasse 26 Solingen 42699,51.1522169,7.0125835
612,Porscheplatz 1 Zuffenhausen 70435,48.8343985,9.151968
613,Nürnberger Str. 30-32 Melsungen 34212,51.1225157,9.5391654
614,Josef Suwelack Str. 1 Billerbeck 48727,51.9867639,7.2686856
615,Liechtensteiner Str. 1 Apolda 99510,51.0055021,11.4598614
616,Werner-von-Siemens-Straße 24-26 Diez 65582,50.3723894,8.04498
617,Bahnstraße 29 Grefrath 47929,51.3324019,6.3474391
618,Am Nordseekai 37-39 Plochingen 73207,48.7180374,9.398037
619,Ulrichstraße 22 Altshausen 88361,47.92757,9.53903
620,Gutenbergstraße 2 Radeburg 1471,51.209182,13.7315802
621,Raiffeisenstraße 29 Lahr 77933,48.3357176,7.8300671
622,Revalstraße 1 Lübeck 23560,53.8391984,10.6589257
623,Frielinghauser Straße 5 Hamm 59071,51.6791554,7.9406996
624,Lunestedter Str. 40 Loxstedt 27612,53.452325,8.6919661
625,An der Heide B5 Spremberg 3130,51.5190103,14.3391971
626,Robert-Bosch-Straße 4 Bramsche 49565,52.390658,7.9384435
627,Atterstraße 72 - 74 Osnabrück 49090,52.2988864,8.0062496
628,Du-Pont-Straße 1 Neu-Isenburg 63263,50.0457552,8.694026
629,Ziegelstr.3 Meissen 1662,51.1604624,13.5194652
630,Industriestraße 7 Deuna 37355,51.3571714,10.4882124
631,Hüfinger Str. 24 Bräunlingen 78199,47.9293888,8.4618381
632,Gartenstraße 13 Dahlenburg 21368,53.1885172,10.7413042
633,Kreitzweg 10 Neuss 41472,51.1642764,6.6619914
634,Dorfstraße 17 Neuenkirchen 21763,53.7781999,8.8951394
635,Industriestr. 1 Bönen 59199,51.6100819,7.7636748
636,Lemgoer Str. 9 Dörentrup 32694,52.0348609,8.9971031
637,An der Sandgrube 1 Duingen 31089,52.0053991,9.6741698
638,Hauptstraße 39-41 Laufach 63846,50.0102019,9.2785082
639,Bildstraße 4 74564 Crailsheim 74564,49.1224815,10.0835019
640,Erlenweg 2 Burg 39288,52.2504998,11.8923162
641,Landkommissärstr. 16 Landau 76829,49.2034369,8.1648954
642,Industriestraße 2-8 Altdorf 90518,49.3907418,11.3483519
643,Rathausstraße 18 Stammbach 95236,50.1440377,11.6950121
644,Bluthsluster Str. 24 Anklam 17389,53.8544881,13.7095172
645,Blanc-und-Fischer-Platz 1-3 Oberderdingen 75038,49.0681083,8.8025285
646,Blanc-und-Fischer-Platz 1-3 Oberderdingen 75038,49.0681083,8.8025285
647,Ernst-Schering-Str.  8 Bergkamen 59192,51.6203116,7.6290087
648,Brüsseler Platz 1 Essen 45131,51.4246218,6.9938968
649,Zur Kesselwiese Kirchhain-Stausebach 35274,50.8326803,8.9058335
650,Steinbacherstraße 60 Mudau 69427,49.536692,9.2206299
651,Westring 10 Ennigerloh 59320,51.8515719,8.0182764
652,Dieselstraße 30 Garching 85748,48.255873,11.617253
653,Edekastraße 1 Striegistal OT Berbersdorf 9661,,
654,Porsche Str.5 Estenfeld 97230,49.8393343,10.0094003
655,Dieselstraße 5 Eching 85386,48.3089916,11.6352865
656,Edekastr. 1 Heddesheim 68542,49.508093,8.6299254
657,New-York-Ring 6  Hamburg 22297,53.6029492,10.0203832
658,Münchnerstraße 5 Brehna 6796,,
659,Iltishofweg 40 Göppingen 73037,48.6828863,9.6711372
660,Am Kraftwerk 2 Büddenstedt 38372,52.1699388,10.9783674
661,Dr.-Herbert-Rein-Str. 1 14727 Premnitz 14727,52.5295634,12.3581616
662,Staffelberg 2-4 Pirmasens 66954,49.2283623,7.5946944
663,Ahrensburger Weg 4 Stapelfeld 22145,53.6306875,10.2298458
664,Schultetusstraße 43b Stavenhagen 17153,53.7065975,12.9094429
665,Im Grünewald 2 Erndtebrück 57339,50.9809056,8.2295752
666,Flüttenweg 10 Bevern 37639,51.8525139,9.4864523
667,Im Kissen 19 Brilon 59929,51.4066685,8.5982354
668,Am Haffeld 1 Wismar 23970,53.9110828,11.4537797
669,Im Weilandmoor 2 Gifhorn 38518,52.4722048,10.5260759
670,Kraftwerkallee 1 Mainz 55120,50.0258243,8.2436577
671,Hindenburgstraße 116 Viersen 41749,51.2800356,6.3508205
672,Mariabergstraße 30 Wiggensbach /Ermengerst 87487,47.7242076,10.2596843
673,Röntgenstraße 38 Bad Salzuflen 32107,52.0623729,8.6589791
674,Weinbergstraße 8 Riesa 1589,51.2959917,13.3104542
675,Zur Steinagger 3 Reichshof-Eckenhagen 51580,50.9806796,7.6909268
676,Heinrich-Hertz-Straße 1 Dortmund 44227,51.493415,7.4046007
677,Boschstraße 25 Leinefelde-Worbis 37327,51.3833358,10.3359636
678,Industriestr.21-23 Wuppertal 42327,51.2435703,7.090422
679,Wetterstraße 111 Herdecke 58313,51.4035559,7.4156418
680,Franziska-Braun-Strasse 8 Darmstadt 64287,49.862584,8.6810211
681,In der Hinterbach 5 Hosenfeld 36154,50.5325028,9.4967251
682,Halberstädter Straße 75 Paderborn 33106,51.6857473,8.7426485
683,Auf dem Bruch 11 Sprockhövel 45549,51.3601138,7.2515436
684,Friedrich-Bückling-Str. 8 Neuruppin 16816,52.8797758,12.8021932
685,Günter-Wiebke Str. 1 Frechen 50226,50.9036751,6.7653921
686,Lutherstraße 87 Chemnitz 9126,50.8189285,12.9255127
687,Fauerbacher Straße 22 Friedberg (Hessen) 61169,50.330111,8.768902
688,Mühlheimer Straße 425 Offenbach am Main 63075,50.1148099,8.8093144
689,Zweite Allee 1 Rothenburg/Oberlausitz 2929,51.4102696,14.9498513
690,Geschwister Scholl Straße 23 Wiesbaden 65197,50.089169,8.201984
691,Am Gipswerk 300 Steinsfeld 91628,,
692,Stadtlohner Straße 71 Gescher 48712,51.962787,6.9871678
693,Schauensteiner Straße 1 Germersheim 76726,49.2325732,8.3749348
694,Brüningstraße 50 Frankfurt am Main 65926,50.0963086,8.5379968
695,Kurt-Eckelmann-Straße 1 Hamburg 21129,53.5233604,9.9237992
696,Senator-Bortscheller-Straße 1 Bremerhaven 27568,,
697,Bestener Straße 250 Dorsten 46282,51.6484105,6.9195354
698,Dieselstraße 141 Halle 6130,51.4575737,11.9914932
699,Vosmatenweg 6 Laar 49824,52.6444036,6.7430045
700,Fritz-Züchner-Str. 8 Seesen 38723,51.8946974,10.1758164
701,Kavernenweg 95 Leer (Ostfreisland) 26789,,
702,Hollerlandstraße 82 Oldenburg 26135,,
703,Siegener Straße 35 Frankenberg 35066,51.0515828,8.7804801
704,Am Schwemmberg Serba 7616,,
705,Katharinental Hennef (Sieg) 53773,50.8003025,7.3360888
706,Muldenhütten 25 Freiberg 9599,50.9032296,13.3846921
707,Siemensstraße 13 Hiddenhausen 32120,52.1670497,8.5971873
708,Hütte 4-6 Altena 58762,51.299328,7.7235322
709,Oberstdorfer Strasse 7 Kempten 87435,47.7043096,10.3122645
710,Düren 5 Kisslegg 88353,,
711,Gladbacher Strasse 23 Heinsberg 52525,51.0507295,6.1574861
712,Ottostr. 5 Wackersdorf 92442,49.3287442,12.2216246
713,Jülicher Landstraße 101 Neuss 41464,51.1850341,6.6821574
714,Wastlmuehlstrasse 16 Hauzenberg 94051,48.6277308,13.643501
715,Kumpenkampsheide 1 Hermannsburg 29320,52.8224016,10.080704
716,Feldkasseler Weg 5 Köln 50679,51.0352384,6.926116
717,Fuchsau 3 Markt Bibart 91477,49.6362185,10.440446
718,Im Kissen 19 Brilon 59929,51.4066685,8.5982354
719,1 Bückeburg 31675,52.2955962,9.0560247
720,Bonzelerhammer  Lennestadt 57368,51.1108304,8.0332994
721,Golsberger Straße 3 Lüdenscheid 58513,51.2492625,7.5894981
722,Oberbettinger Str. 27 Lissendorf 54587,50.3133053,6.6141055
723,Büchenberger Straße 32 Kalbach 36148,50.4197221,9.651448
724,Papenstraße 4-7 Einbeck 37574,51.8161773,9.8653829
725,Einsiedler Hauptstraße 144 Chemnitz 9123,50.7649727,12.9746338
726,Eisbärstraße 1 Apensen 21641,53.4436718,9.6208954
727,Industriestraße 9 Eisenberg 67304,49.5516537,8.0668669
728,Duisburger Straße 35 Bielefeld 33647,51.9755056,8.505641
729,Schonachbach 7 Triberg 78098,48.1461372,8.2428846
730,In der Bahler Heide 5 Dinklage 49413,52.6730851,8.1302593
731,Max- Planck- Str. 26 Villingen 78052,48.0836099,8.449201
732,Kölnstraße 262-266 Brühl 50321,50.8427993,6.9135241
733,Eisenwerk 2 Schwarzenbach 95126,50.2112907,11.9642035
734,Grenzstraße 9 Coswig 1640,51.1186668,13.5785834
735,Lichtlöcherberg 40 Hettstedt 6333,51.6257808,11.5024613
736,Bodelschwinghstraße 1 Rothenburg o. d. T. 91541,,
737,Dürener Str. 487 Eschweiler 52249,50.8242702,6.3047945
738,Jasminstraße 23 Eckental 90542,49.5852904,11.1836135
739,Straßburger Allee 8 Erkelenz  41812,51.0604429,6.3135618
740,Zum Mühlenberg 10  Neustadt an der Orla 7806,50.742589,11.7735511
741,Gildestraße 69 Ibbenbüren 49479,52.2724575,7.7481577
742,Winterberg 1 Saarbrücken 66119,49.2216732,7.001683
743,Oberste Elpersweide 3 Alsfeld 36304,50.7392864,9.2846682
744,Stahlgruberring 19 München 81829,48.1323518,11.6675151
745,Lindenstraße 61 Fürstenwalde/Spree 15517,52.3530802,14.0946474
746,Wasserweg 5 Riesa 1591,51.3247985,13.279004
747,Drewitzer Straße 50 Potsdam 14478,52.3610026,13.1110615
748,Heinrich-Hertz-Straße 17 Schleswig 24837,54.7890254,9.4482528
749,Koppelstraße 4 Stralsund 18437,54.2834557,13.0853683
750,Robert-Bosch-Str. 8  Sulz am Neckar 72172,48.3537834,8.6378357
751, Industriepark 10 Simmern 55469,49.9673903,7.5609622
752,Industriestraße 4 Mörlenbach 69509,49.6005811,8.7390224
753,Schleusenstraße 11 Dorsten 46282,51.6589439,7.0027944
754,Pettenkoferstraße 23 Hagen 58097,51.3764771,7.4688773
755,Am Seeufer 15 Wismar 23970,53.9187206,11.4757844
756,Oststrasse 16 Wesel 46483,51.5008427,6.5927327
757,Peter-Henleinstr. 10 Villingen-Schwenningen 78056,48.0692114,8.5648904
758,Am Tidehafen 7 Elsfleth 26931,53.2227934,8.4589503
759,Helmut-Neynaber-Straße 49 Loxstedt 27612,53.4833008,8.6488067
